number,position,positionText,points,grid,laps,status,driverId,constructorId,Time.millis,Time.time,FastestLap.rank,FastestLap.lap,FastestLap.Time.time,FastestLap.AverageSpeed.units,FastestLap.AverageSpeed.speed,season,round
3,16,16,0,20,54,+1 Lap,fisichella,ferrari,,,16,54,1:41.132,kph,197.705,2009,17
20,17,17,0,17,54,+1 Lap,sutil,force_india,,,13,34,1:40.904,kph,198.152,2009,17
8,18,18,0,19,54,+1 Lap,grosjean,renault,,,19,47,1:42.274,kph,195.498,2009,17
1,19,R,0,1,20,Brakes,hamilton,mclaren,,,3,16,1:40.367,kph,199.212,2009,17
11,20,R,0,14,18,Gearbox,alguersuari,toro_rosso,,,20,16,1:43.318,kph,193.522,2009,17
17,1,1,9,4,80,Finished,beltoise,brm,8815300,2:26:55.3,,,,,,1972,4
6,2,2,6,2,80,Finished,ickx,ferrari,8853500,+38.2,,,,,,1972,4
8,3,3,4,1,79,+1 Lap,emerson_fittipaldi,team_lotus,,,,,,,,1972,4
1,4,4,3,8,78,+2 Laps,stewart,tyrrell,,,,,,,,1972,4
15,5,5,2,10,77,+3 Laps,redman,mclaren,,,,,,,,1972,4
16,6,6,1,6,77,+3 Laps,amon,matra,,,,,,,,1972,4
12,7,7,0,18,77,+3 Laps,adamich,surtees,,,,,,,,1972,4
26,8,8,0,17,77,+3 Laps,marko,brm,,,,,,,,1972,4
21,9,9,0,21,77,+3 Laps,wilson_fittipaldi,brabham,,,,,,,,1972,4
27,10,10,0,25,77,+3 Laps,stommelen,march,,,,,,,,1972,4
3,11,11,0,15,76,+4 Laps,peterson,march,,,,,,,,1972,4
20,12,12,0,20,76,+4 Laps,hill,brabham,,,,,,,,1972,4
5,13,13,0,23,76,+4 Laps,beuttler,march,,,,,,,,1972,4
9,14,14,0,14,75,+5 Laps,walker,team_lotus,,,,,,,,1972,4
14,15,15,0,7,74,+6 Laps,hulme,mclaren,,,,,,,,1972,4
4,16,16,0,22,74,+6 Laps,lauda,march,,,,,,,,1972,4
23,17,17,0,24,72,+8 Laps,pace,march,,,,,,,,1972,4
2,18,N,0,12,70,Not classified,cevert,tyrrell,,,,,,,,1972,4
22,19,R,0,9,58,Accident,pescarolo,march,,,,,,,,1972,4
7,20,R,0,3,51,Accident,regazzoni,ferrari,,,,,,,,1972,4
11,21,R,0,11,48,Accident,hailwood,surtees,,,,,,,,1972,4
19,22,R,0,20,47,Accident,ganley,brm,,,,,,,,1972,4
10,23,R,0,13,31,Accident,schenken,surtees,,,,,,,,1972,4
18,24,R,0,5,27,Accident,gethin,brm,,,,,,,,1972,4
28,25,R,0,16,16,Engine,wisell,brm,,,,,,,,1972,4
77,1,1,25,1,51,Finished,bottas,mercedes,5512942,1:31:52.942,2,50,1:44.024,kph,207.748,2019,4
44,2,2,18,2,51,Finished,hamilton,mercedes,5514466,+1.524,3,48,1:44.166,kph,207.465,2019,4
5,3,3,15,3,51,Finished,vettel,ferrari,5524681,+11.739,4,46,1:44.629,kph,206.546,2019,4
33,4,4,12,4,51,Finished,max_verstappen,red_bull,5530435,+17.493,5,39,1:44.794,kph,206.221,2019,4
16,5,5,11,8,51,Finished,leclerc,ferrari,5582049,+1:09.107,1,50,1:43.009,kph,209.795,2019,4
11,6,6,8,5,51,Finished,perez,racing_point,5589358,+1:16.416,7,49,1:45.524,kph,204.795,2019,4
55,7,7,6,9,51,Finished,sainz,mclaren,5596768,+1:23.826,10,43,1:45.807,kph,204.247,2019,4
4,8,8,4,7,51,Finished,norris,mclaren,5613210,+1:40.268,6,43,1:45.394,kph,205.047,2019,4
18,9,9,2,13,51,Finished,stroll,racing_point,5616758,+1:43.816,12,38,1:46.009,kph,203.858,2019,4
7,10,10,1,0,50,+1 Lap,raikkonen,alfa,,,13,48,1:46.479,kph,202.958,2019,4
23,11,11,0,11,50,+1 Lap,albon,toro_rosso,,,9,49,1:45.754,kph,204.349,2019,4
99,12,12,0,17,50,+1 Lap,giovinazzi,alfa,,,11,45,1:45.969,kph,203.935,2019,4
20,13,13,0,12,50,+1 Lap,kevin_magnussen,haas,,,14,42,1:46.682,kph,202.572,2019,4
27,14,14,0,15,50,+1 Lap,hulkenberg,renault,,,17,43,1:47.407,kph,201.204,2019,4
63,15,15,0,16,49,+2 Laps,russell,williams,,,16,42,1:47.251,kph,201.497,2019,4
88,16,16,0,0,49,+2 Laps,kubica,williams,,,19,45,1:47.709,kph,200.640,2019,4
10,17,R,0,0,38,Transmission,gasly,red_bull,,,8,34,1:45.712,kph,204.430,2019,4
8,18,R,0,14,38,Brakes,grosjean,haas,,,20,33,1:48.517,kph,199.146,2019,4
26,19,R,0,6,33,Collision,kvyat,toro_rosso,,,18,28,1:47.681,kph,200.692,2019,4
3,20,R,0,10,31,Collision,ricciardo,renault,,,15,29,1:46.767,kph,202.410,2019,4
2,1,1,25,2,58,Finished,hamilton,mclaren,5327620,1:28:47.620,12,54,1:30.075,kph,213.342,2010,7
1,2,2,18,4,58,Finished,button,mclaren,5330265,+2.645,7,42,1:29.895,kph,213.769,2010,7
6,3,3,15,1,58,Finished,webber,red_bull,5351905,+24.285,2,54,1:29.195,kph,215.447,2010,7
3,4,4,12,5,58,Finished,michael_schumacher,mercedes,5358730,+31.110,6,53,1:29.810,kph,213.971,2010,7
4,5,5,10,6,58,Finished,rosberg,mercedes,5359886,+32.266,9,52,1:29.977,kph,213.574,2010,7
11,6,6,8,7,58,Finished,kubica,renault,5360444,+32.824,4,57,1:29.580,kph,214.521,2010,7
7,7,7,6,8,58,Finished,massa,ferrari,5364255,+36.635,10,58,1:29.996,kph,213.529,2010,7
8,8,8,4,12,58,Finished,alonso,ferrari,5374164,+46.544,11,56,1:30.011,kph,213.493,2010,7
14,9,9,2,11,58,Finished,sutil,force_india,5376649,+49.029,8,55,1:29.959,kph,213.617,2010,7
23,10,10,1,10,58,Finished,kobayashi,sauber,5393270,+1:05.650,16,42,1:30.891,kph,211.426,2010,7
22,11,11,0,13,58,Finished,rosa,sauber,5393564,+1:05.944,14,50,1:30.421,kph,212.525,2010,7
17,12,12,0,16,58,Finished,alguersuari,toro_rosso,5395420,+1:07.800,3,50,1:29.535,kph,214.628,2010,7
15,13,13,0,18,57,+1 Lap,liuzzi,force_india,,,18,53,1:31.421,kph,210.201,2010,7
9,14,14,0,15,57,+1 Lap,barrichello,williams,,,17,53,1:30.933,kph,211.329,2010,7
12,15,15,0,9,57,+1 Lap,petrov,renault,,,1,57,1:29.165,kph,215.519,2010,7
16,16,16,0,14,57,+1 Lap,buemi,toro_rosso,,,5,57,1:29.588,kph,214.501,2010,7
10,17,17,0,17,57,+1 Lap,hulkenberg,williams,,,15,51,1:30.620,kph,212.059,2010,7
24,18,18,0,21,55,+3 Laps,glock,virgin,,,19,48,1:32.265,kph,208.278,2010,7
25,19,19,0,23,55,+3 Laps,grassi,virgin,,,20,55,1:33.257,kph,206.062,2010,7
20,20,20,0,24,52,Fuel pump,chandhok,hrt,,,24,37,1:34.585,kph,203.169,2010,7
21,21,R,0,22,46,Fuel pressure,bruno_senna,hrt,,,21,35,1:34.247,kph,203.898,2010,7
5,22,R,0,3,39,Collision,vettel,red_bull,,,13,37,1:30.181,kph,213.091,2010,7
19,23,R,0,20,33,Hydraulics,kovalainen,lotus_racing,,,22,26,1:34.363,kph,203.647,2010,7
18,24,R,0,19,32,Hydraulics,trulli,lotus_racing,,,23,26,1:34.463,kph,203.432,2010,7
24,1,1,9,3,100,Finished,jack_brabham,cooper-climax,10551300,2:55:51.3,,,,,,1959,1
50,2,2,6,4,100,Finished,brooks,ferrari,10571700,+20.4,,,,,,1959,1
32,3,3,4,6,98,+2 Laps,trintignant,cooper-climax,,,,,,,,1959,1
48,4,4,3,5,97,+3 Laps,phil_hill,ferrari,,,,,,,,1959,1
22,5,5,2,13,96,+4 Laps,mclaren,cooper-climax,,,,,,,,1959,1
38,6,6,0,8,83,+17 Laps,salvadori,cooper-maserati,,,,,,,,1959,1
30,7,R,0,1,81,Transmission,moss,cooper-climax,,,,,,,,1959,1
20,8,R,0,10,64,Spun off,flockhart,brm,,,,,,,,1959,1
16,9,R,0,9,48,Accident,schell,brm,,,,,,,,1959,1
18,10,R,0,7,44,Brakes,bonnier,brm,,,,,,,,1959,1
46,11,R,0,2,24,Engine,behra,ferrari,,,,,,,,1959,1
40,12,R,0,14,21,Heat shield fire,hill,team_lotus,,,,,,,,1959,1
26,13,R,0,11,6,Gearbox,gregory,cooper-climax,,,,,,,,1959,1
6,14,R,0,12,1,Collision,trips,porsche,,,,,,,,1959,1
52,15,R,0,15,1,Collision,allison,ferrari,,,,,,,,1959,1
44,16,R,0,16,1,Collision,halford,team_lotus,,,,,,,,1959,1
34,17,F,0,0,0,Did not qualify,bueb,cooper-climax,,,,,,,,1959,1
54,18,F,0,0,0,Did not qualify,scarlatti,maserati,,,,,,,,1959,1
12,19,F,0,0,0,Did not qualify,Changy,cooper-climax,,,,,,,,1959,1
10,20,F,0,0,0,Did not qualify,bianchi,cooper-climax,,,,,,,,1959,1
4,21,F,0,0,0,Did not qualify,filippis,porsche,,,,,,,,1959,1
42,22,F,0,0,0,Did not qualify,lovely,team_lotus,,,,,,,,1959,1
14,23,F,0,0,0,Did not qualify,lucienbonnet,cooper-climax,,,,,,,,1959,1
56,24,F,0,0,0,Did not qualify,testut,maserati,,,,,,,,1959,1
11,1,1,10,8,54,Finished,fisichella,jordan,5478200,1:31:18.2,,,,,,2003,3
6,2,2,8,4,54,Finished,raikkonen,mclaren,5479145,+0.945,,,,,,2003,3
8,3,3,6,10,54,Finished,alonso,renault,5484548,+6.348,,,,,,2003,3
5,4,4,5,2,54,Finished,coulthard,mclaren,5486296,+8.096,,,,,,2003,3
10,5,5,4,14,54,Finished,frentzen,sauber,5486842,+8.642,,,,,,2003,3
16,6,6,3,13,54,Finished,villeneuve,bar,5494254,+16.054,,,,,,2003,3
4,7,7,2,6,54,Finished,ralf_schumacher,williams,5516726,+38.526,,,,,,2003,3
7,8,8,1,5,54,Finished,trulli,renault,5524127,+45.927,,,,,,2003,3
14,9,9,0,3,53,Accident,webber,jaguar,,,,,,,,2003,3
21,10,10,0,18,53,+1 Lap,matta,toyota,,,,,,,,2003,3
2,11,R,0,1,47,Fuel system,barrichello,ferrari,,,,,,,,2003,3
17,12,R,0,11,33,Accident,button,bar,,,,,,,,2003,3
19,13,R,0,19,31,Spun off,verstappen,minardi,,,,,,,,2003,3
1,14,R,0,7,27,Accident,michael_schumacher,ferrari,,,,,,,,2003,3
3,15,R,0,9,25,Accident,montoya,williams,,,,,,,,2003,3
15,16,R,0,17,25,Accident,pizzonia,jaguar,,,,,,,,2003,3
20,17,R,0,15,18,Collision,panis,toyota,,,,,,,,2003,3
12,18,R,0,16,18,Suspension,firman,jordan,,,,,,,,2003,3
18,19,R,0,20,16,Spun off,wilson,minardi,,,,,,,,2003,3
9,20,R,0,12,8,Engine,heidfeld,sauber,,,,,,,,2003,3
34,1,1,9,1,100,Finished,fangio,alfa,11598700,3:13:18.7,,,,,,1950,2
40,2,2,6,7,99,+1 Lap,ascari,ferrari,,,,,,,,1950,2
48,3,3,4,8,98,+2 Laps,chiron,maserati,,,,,,,,1950,2
42,4,4,3,9,97,+3 Laps,sommer,ferrari,,,,,,,,1950,2
50,5,5,2,15,95,+5 Laps,bira,maserati,,,,,,,,1950,2
26,6,6,0,16,94,+6 Laps,gerard,era,,,,,,,,1950,2
6,7,7,0,19,94,+6 Laps,claes,lago,,,,,,,,1950,2
38,8,R,0,6,63,Axle,villoresi,ferrari,,,,,,,,1950,2
14,9,R,0,4,38,Oil leak,etancelin,lago,,,,,,,,1950,2
2,10,R,0,3,1,Accident,gonzalez,maserati,,,,,,,,1950,2
32,11,R,0,2,0,Accident,farina,alfa,,,,,,,,1950,2
36,12,R,0,5,0,Accident,fagioli,alfa,,,,,,,,1950,2
16,13,R,0,10,0,Accident,rosier,lago,,,,,,,,1950,2
10,14,R,0,11,0,Accident,manzon,simca,,,,,,,,1950,2
52,15,R,0,12,0,Accident,graffenried,maserati,,,,,,,,1950,2
12,16,R,0,13,0,Accident,trintignant,simca,,,,,,,,1950,2
24,17,R,0,14,0,Accident,harrison,era,,,,,,,,1950,2
44,18,R,0,17,0,Accident,rol,maserati,,,,,,,,1950,2
8,19,R,0,20,0,Collision,schell,cooper,,,,,,,,1950,2
28,20,W,0,21,0,Engine,whitehead,ferrari,,,,,,,,1950,2
4,21,W,0,18,0,Accident,pian,maserati,,,,,,,,1950,2
1,1,1,9,1,15,Finished,clark,lotus-climax,7672400,2:07:52.4,,,,,,1965,7
9,2,2,6,3,15,Finished,hill,brm,7688300,+15.9,,,,,,1965,7
5,3,3,4,5,15,Finished,gurney,brabham-climax,7693800,+21.4,,,,,,1965,7
12,4,4,3,8,15,Finished,rindt,cooper-climax,7882000,+3:29.6,,,,,,1965,7
4,5,5,2,14,15,Finished,jack_brabham,brabham-climax,7953600,+4:41.2,,,,,,1965,7
8,6,6,1,7,15,Finished,bandini,ferrari,7981000,+5:08.6,,,,,,1965,7
16,7,7,0,9,15,Finished,bonnier,brabham-climax,8030900,+5:58.5,,,,,,1965,7
24,8,8,0,19,14,+1 Lap,gregory,brm,,,,,,,,1965,7
7,9,R,0,4,11,Gearbox,surtees,ferrari,,,,,,,,1965,7
17,10,R,0,11,9,Engine,siffert,brabham-brm,,,,,,,,1965,7
2,11,R,0,6,8,Transmission,spence,lotus-climax,,,,,,,,1965,7
3,12,R,0,12,8,Water leak,mitter,lotus-climax,,,,,,,,1965,7
20,13,R,0,17,8,Water leak,attwood,lotus-brm,,,,,,,,1965,7
11,14,R,0,10,7,Gearbox,mclaren,cooper-climax,,,,,,,,1965,7
6,15,R,0,13,5,Fuel leak,hulme,brabham-climax,,,,,,,,1965,7
19,16,R,0,16,3,Electrical,amon,lotus-brm,,,,,,,,1965,7
22,17,R,0,20,3,Oil leak,hawkins,lotus-climax,,,,,,,,1965,7
10,18,R,0,2,2,Suspension,stewart,brm,,,,,,,,1965,7
21,19,R,0,18,0,Gearbox,gardner,brabham-brm,,,,,,,,1965,7
25,20,F,0,0,0,Did not qualify,bussinello,brm,,,,,,,,1965,7
23,21,F,0,0,0,Did not qualify,raby,brabham-climax,,,,,,,,1965,7
2,1,1,10,2,72,Finished,prost,williams,5915241,1:38:35.241,,,,,,1993,8
0,2,2,6,1,72,Finished,damon_hill,williams,5915583,+0.342,,,,,,1993,8
5,3,3,4,7,72,Finished,michael_schumacher,benetton,5936450,+21.209,,,,,,1993,8
8,4,4,3,5,72,Finished,senna,mclaren,5947646,+32.405,,,,,,1993,8
25,5,5,2,3,72,Finished,brundle,ligier,5949036,+33.795,,,,,,1993,8
7,6,6,1,16,71,+1 Lap,andretti,mclaren,,,,,,,,1993,8
14,7,7,0,8,71,+1 Lap,barrichello,jordan,,,,,,,,1993,8
23,8,8,0,23,71,+1 Lap,fittipaldi,minardi,,,,,,,,1993,8
19,9,9,0,10,70,+2 Laps,alliot,larrousse,,,,,,,,1993,8
6,10,10,0,12,70,+2 Laps,patrese,benetton,,,,,,,,1993,8
15,11,11,0,20,70,+2 Laps,boutsen,jordan,,,,,,,,1993,8
10,12,12,0,13,70,+2 Laps,suzuki,footwork,,,,,,,,1993,8
9,13,13,0,15,70,+2 Laps,warwick,footwork,,,,,,,,1993,8
28,14,14,0,14,70,+2 Laps,berger,ferrari,,,,,,,,1993,8
4,15,15,0,25,68,+4 Laps,cesaris,tyrrell,,,,,,,,1993,8
20,16,16,0,9,66,Gearbox,comas,larrousse,,,,,,,,1993,8
27,17,R,0,6,47,Engine,alesi,ferrari,,,,,,,,1993,8
22,18,R,0,22,28,Suspension,badoer,lola,,,,,,,,1993,8
29,19,R,0,11,25,Gearbox,wendlinger,sauber,,,,,,,,1993,8
30,20,R,0,18,22,Gearbox,lehto,sauber,,,,,,,,1993,8
26,21,R,0,4,20,Spun off,blundell,ligier,,,,,,,,1993,8
12,22,R,0,19,16,Spun off,herbert,team_lotus,,,,,,,,1993,8
24,23,R,0,24,16,Gearbox,barbazza,minardi,,,,,,,,1993,8
3,24,R,0,24,16,Gearbox,katayama,tyrrell,,,,,,,,1993,8
11,25,R,0,17,9,Suspension,zanardi,team_lotus,,,,,,,,1993,8
21,26,F,0,0,0,Did not qualify,alboreto,lola,,,,,,,,1993,8
2,1,1,9,1,80,Finished,regazzoni,ferrari,6798471,1:53:18.471,,,,,,1976,3
1,2,2,6,4,80,Finished,lauda,ferrari,6840885,+42.414,,,,,,1976,3
4,3,3,4,2,80,Finished,depailler,tyrrell,6848443,+49.972,,,,,,1976,3
26,4,4,3,12,80,Finished,laffite,ligier,6871299,+1:12.828,,,,,,1976,3
12,5,5,2,14,80,Finished,mass,mclaren,6880763,+1:22.292,,,,,,1976,3
30,6,6,1,16,79,+1 Lap,emerson_fittipaldi,fittipaldi,,,,,,,,1976,3
17,7,7,0,7,79,+1 Lap,jarier,shadow,,,,,,,,1976,3
22,8,8,0,17,78,+2 Laps,amon,ensign,,,,,,,,1976,3
8,9,9,0,13,77,+3 Laps,pace,brabham-alfa_romeo,,,,,,,,1976,3
10,10,10,0,6,77,+3 Laps,peterson,march,,,,,,,,1976,3
19,11,N,0,19,70,Not classified,jones,surtees,,,,,,,,1976,3
28,12,N,0,9,69,Not classified,watson,penske,,,,,,,,1976,3
3,13,R,0,11,34,Suspension,scheckter,tyrrell,,,,,,,,1976,3
16,14,R,0,5,32,Halfshaft,pryce,shadow,,,,,,,,1976,3
27,15,R,0,15,15,Water leak,mario_andretti,parnelli,,,,,,,,1976,3
11,16,R,0,3,3,Accident,hunt,mclaren,,,,,,,,1976,3
34,17,R,0,18,2,Accident,stuck,march,,,,,,,,1976,3
9,18,R,0,20,0,Accident,brambilla,march,,,,,,,,1976,3
7,19,R,0,10,0,Accident,reutemann,brabham-alfa_romeo,,,,,,,,1976,3
6,20,R,0,8,0,Suspension,nilsson,team_lotus,,,,,,,,1976,3
21,21,F,0,0,0,Did not qualify,leclere,wolf,,,,,,,,1976,3
31,22,F,0,0,0,Did not qualify,hoffmann,fittipaldi,,,,,,,,1976,3
35,23,F,0,0,0,Did not qualify,merzario,march,,,,,,,,1976,3
5,24,F,0,0,0,Did not qualify,evans,team_lotus,,,,,,,,1976,3
20,25,F,0,0,0,Did not qualify,ickx,wolf,,,,,,,,1976,3
24,26,F,0,0,0,Did not qualify,ertl,hesketh,,,,,,,,1976,3
18,27,F,0,0,0,Did not qualify,lunger,surtees,,,,,,,,1976,3
2,1,1,9,3,96,Finished,fangio,mercedes,10838600,3:00:38.6,,,,,,1955,1
12,2,2,2,1,96,Finished,trintignant,ferrari,10928200,+1:29.6,,,,,,1955,1
12,2,2,2,1,96,Finished,gonzalez,ferrari,10928200,+1:29.6,,,,,,1955,1
12,2,2,2,1,96,Finished,farina,ferrari,10928200,+1:29.6,,,,,,1955,1
10,3,3,1.33,5,94,+2 Laps,trintignant,ferrari,,,,,,,,1955,1
10,3,3,1.33,5,94,+2 Laps,maglioli,ferrari,,,,,,,,1955,1
10,3,3,1.33,5,94,+2 Laps,farina,ferrari,,,,,,,,1955,1
8,4,4,1,10,94,+2 Laps,moss,mercedes,,,,,,,,1955,1
8,4,4,1,10,94,+2 Laps,herrmann,mercedes,,,,,,,,1955,1
8,4,4,1,10,94,+2 Laps,kling,mercedes,,,,,,,,1955,1
18,5,5,2,16,91,+5 Laps,mieres,maserati,,,,,,,,1955,1
28,6,6,0,7,88,+8 Laps,behra,maserati,,,,,,,,1955,1
28,6,6,0,7,88,+8 Laps,schell,maserati,,,,,,,,1955,1
22,7,7,0,18,83,+13 Laps,mantovani,maserati,,,,,,,,1955,1
22,7,7,0,18,83,+13 Laps,schell,maserati,,,,,,,,1955,1
22,7,7,0,18,83,+13 Laps,musso,maserati,,,,,,,,1955,1
20,8,R,0,19,54,Engine,behra,maserati,,,,,,,,1955,1
20,8,R,0,19,54,Engine,mantovani,maserati,,,,,,,,1955,1
20,8,R,0,19,54,Engine,musso,maserati,,,,,,,,1955,1
26,9,R,0,20,54,Fuel pressure,bucci,maserati,,,,,,,,1955,1
26,9,R,0,20,54,Fuel pressure,schell,maserati,,,,,,,,1955,1
26,9,R,0,20,54,Fuel pressure,menditeguy,maserati,,,,,,,,1955,1
42,10,R,0,17,38,Transmission,iglesias,gordini,,,,,,,,1955,1
14,11,R,0,14,36,Engine,trintignant,ferrari,,,,,,,,1955,1
36,12,R,0,12,35,Accident,villoresi,lancia,,,,,,,,1955,1
36,12,R,0,12,35,Accident,castellotti,lancia,,,,,,,,1955,1
6,13,R,0,8,29,Fuel system,moss,mercedes,,,,,,,,1955,1
30,14,R,0,21,22,Out of fuel,uria,maserati,,,,,,,,1955,1
32,15,R,0,2,21,Accident,ascari,lancia,,,,,,,,1955,1
38,16,R,0,15,7,Transmission,bayol,gordini,,,,,,,,1955,1
8,1,1,10,3,67,Finished,hakkinen,mclaren,5534789,1:32:14.789,,,,,,1998,15
3,2,2,6,1,67,Finished,michael_schumacher,ferrari,5537000,+2.211,,,,,,1998,15
7,3,3,4,5,67,Finished,coulthard,mclaren,5568952,+34.163,,,,,,1998,15
4,4,4,3,2,67,Finished,irvine,ferrari,5592971,+58.182,,,,,,1998,15
2,5,5,2,7,67,Finished,frentzen,williams,5595036,+1:00.247,,,,,,1998,15
5,6,6,1,4,67,Finished,fisichella,benetton,5596148,+1:01.359,,,,,,1998,15
6,7,7,0,8,67,Finished,wurz,benetton,5599578,+1:04.789,,,,,,1998,15
1,8,8,0,9,66,+1 Lap,villeneuve,williams,,,,,,,,1998,15
9,9,9,0,10,66,+1 Lap,damon_hill,jordan,,,,,,,,1998,15
14,10,10,0,11,66,+1 Lap,alesi,sauber,,,,,,,,1998,15
18,11,11,0,12,65,+2 Laps,barrichello,stewart,,,,,,,,1998,15
11,12,12,0,15,65,+2 Laps,panis,prost,,,,,,,,1998,15
19,13,13,0,18,65,+2 Laps,verstappen,stewart,,,,,,,,1998,15
17,14,14,0,16,65,+2 Laps,salo,arrows,,,,,,,,1998,15
22,15,15,0,20,65,+2 Laps,nakano,minardi,,,,,,,,1998,15
21,16,16,0,19,65,+2 Laps,takagi,tyrrell,,,,,,,,1998,15
23,17,R,0,21,56,Engine,tuero,minardi,,,,,,,,1998,15
10,18,R,0,6,53,Brakes,ralf_schumacher,jordan,,,,,,,,1998,15
15,19,R,0,13,37,Engine,herbert,sauber,,,,,,,,1998,15
20,20,R,0,22,36,Engine,rosset,tyrrell,,,,,,,,1998,15
12,21,R,0,14,6,Transmission,trulli,prost,,,,,,,,1998,15
16,22,R,0,17,6,Hydraulics,diniz,arrows,,,,,,,,1998,15
12,1,1,9,1,51,Finished,senna,mclaren,5606173,1:33:26.173,,,,,,1988,15
11,2,2,6,2,51,Finished,prost,mclaren,5619536,+13.363,,,,,,1988,15
20,3,3,4,10,51,Finished,boutsen,benetton,5642282,+36.109,,,,,,1988,15
28,4,4,3,3,51,Finished,berger,ferrari,5692887,+1:26.714,,,,,,1988,15
19,5,5,2,12,51,Finished,nannini,benetton,5696776,+1:30.603,,,,,,1988,15
6,6,6,1,11,51,Finished,patrese,williams,5703788,+1:37.615,,,,,,1988,15
2,7,7,0,6,50,+1 Lap,satoru_nakajima,team_lotus,,,,,,,,1988,15
14,8,8,0,18,50,+1 Lap,streiff,ags,,,,,,,,1988,15
30,9,9,0,19,50,+1 Lap,alliot,larrousse,,,,,,,,1988,15
15,10,10,0,13,50,+1 Lap,gugelmin,march,,,,,,,,1988,15
27,11,11,0,9,50,+1 Lap,alboreto,ferrari,,,,,,,,1988,15
3,12,12,0,16,50,+1 Lap,palmer,tyrrell,,,,,,,,1988,15
23,13,13,0,17,49,+2 Laps,martini,minardi,,,,,,,,1988,15
4,14,14,0,26,49,+2 Laps,bailey,tyrrell,,,,,,,,1988,15
24,15,15,0,22,49,+2 Laps,sala,minardi,,,,,,,,1988,15
29,16,16,0,20,48,+3 Laps,suzuki,larrousse,,,,,,,,1988,15
25,17,17,0,23,48,+3 Laps,arnoux,ligier,,,,,,,,1988,15
22,18,R,0,14,36,Overheating,cesaris,rial,,,,,,,,1988,15
18,19,R,0,15,35,Ignition,cheever,arrows,,,,,,,,1988,15
21,20,R,0,24,34,Brakes,larini,osella,,,,,,,,1988,15
1,21,R,0,5,34,Driver unwell,piquet,team_lotus,,,,,,,,1988,15
5,22,R,0,8,24,Collision,mansell,williams,,,,,,,,1988,15
36,23,R,0,21,22,Spun off,caffi,dallara,,,,,,,,1988,15
16,24,R,0,4,19,Electrical,capelli,march,,,,,,,,1988,15
17,25,R,0,7,16,Spun off,warwick,arrows,,,,,,,,1988,15
10,26,R,0,25,14,Driver unwell,schneider,zakspeed,,,,,,,,1988,15
26,27,F,0,0,0,Did not qualify,johansson,ligier,,,,,,,,1988,15
32,28,F,0,0,0,Did not qualify,larrauri,eurobrun,,,,,,,,1988,15
9,29,F,0,0,0,Did not qualify,ghinzani,zakspeed,,,,,,,,1988,15
33,30,F,0,0,0,Did not qualify,modena,eurobrun,,,,,,,,1988,15
44,1,1,25,1,57,Finished,hamilton,mercedes,5705809,1:35:05.809,5,38,1:37.857,kph,199.098,2015,4
7,2,2,18,4,57,Finished,raikkonen,ferrari,5709189,+3.380,1,42,1:36.311,kph,202.294,2015,4
6,3,3,15,3,57,Finished,rosberg,mercedes,5711842,+6.033,3,36,1:37.326,kph,200.184,2015,4
77,4,4,12,5,57,Finished,bottas,williams,5748766,+42.957,6,16,1:38.095,kph,198.615,2015,4
5,5,5,10,2,57,Finished,vettel,ferrari,5749798,+43.989,2,38,1:36.624,kph,201.639,2015,4
3,6,6,8,7,57,Finished,ricciardo,red_bull,5767560,+1:01.751,12,53,1:38.948,kph,196.903,2015,4
8,7,7,6,10,57,Finished,grosjean,lotus_f1,5790572,+1:24.763,15,34,1:39.161,kph,196.480,2015,4
11,8,8,4,11,56,+1 Lap,perez,force_india,,,8,39,1:38.338,kph,198.124,2015,4
26,9,9,2,17,56,+1 Lap,kvyat,red_bull,,,11,36,1:38.725,kph,197.348,2015,4
19,10,10,1,6,56,+1 Lap,massa,williams,,,14,12,1:39.094,kph,196.613,2015,4
14,11,11,0,14,56,+1 Lap,alonso,mclaren,,,13,38,1:38.992,kph,196.815,2015,4
12,12,12,0,12,56,+1 Lap,nasr,sauber,,,7,43,1:38.216,kph,198.370,2015,4
27,13,13,0,8,56,+1 Lap,hulkenberg,force_india,,,10,40,1:38.653,kph,197.492,2015,4
9,14,14,0,13,56,+1 Lap,ericsson,sauber,,,9,27,1:38.422,kph,197.955,2015,4
13,15,15,0,16,56,+1 Lap,maldonado,lotus_f1,,,4,43,1:37.665,kph,199.490,2015,4
28,16,16,0,18,55,+2 Laps,stevens,manor,,,18,36,1:41.759,kph,191.464,2015,4
98,17,17,0,19,54,+3 Laps,merhi,manor,,,19,36,1:42.033,kph,190.949,2015,4
33,18,R,0,15,34,Electrical,max_verstappen,toro_rosso,,,16,32,1:39.607,kph,195.600,2015,4
55,19,R,0,9,29,Engine,sainz,toro_rosso,,,17,13,1:40.651,kph,193.571,2015,4
22,20,W,0,20,0,ERS,button,mclaren,,,,,,,,2015,4
77,1,1,25,1,71,Finished,bottas,mercedes,5455739,1:30:55.739,2,68,1:07.657,kph,229.758,2020,1
16,2,2,18,7,71,Finished,leclerc,ferrari,5458439,+2.700,4,64,1:07.901,kph,228.933,2020,1
4,3,3,16,3,71,Finished,norris,mclaren,5461230,+5.491,1,71,1:07.475,kph,230.378,2020,1
44,4,4,12,5,71,Finished,hamilton,mercedes,5461428,+5.689,3,67,1:07.712,kph,229.572,2020,1
55,5,5,10,8,71,Finished,sainz,mclaren,5464642,+8.903,5,63,1:07.974,kph,228.687,2020,1
